PACCHETTI BRANDING / IDENTITÀ,,,,,PACCHETTI WEB / DIGITAL,,,,,,,,PACCHETTI SOCIAL MEDIA ,,,EVENTI ,,,,FASHION - MUSIC ,,,,CORPORATE ,,,,COMMERCIAL ADV,,,,8. PACCHETTI PODCAST,,,PACCHETTI PERSONAL BRANDING,,,PACCHETTI SPORT / TEAM / ATLETI,,,,,,PACCHETTI ARTISTI / MUSICA / CREATOR,,
,,Archivio completo,,,,,,,,,,,,,,Backstage,1'200 CHF,,,Backstage,1'200 CHF,,,Backstage,1'200 CHF,,,Backstage,1'200 CHF,,,AI +,,,AI +,,,AI +,,,AI +,,,AI +,,
,,Backup Cloud,,,,,,,,,,,,,,Interviste,400 CHF,,,Interviste,400 CHF,,,Interviste,400 CHF,,,Interviste,400 CHF,,,,,,,,,,,,,,,,,
,,Video tutorial utilizzo brand,,,Blog,1'000 CHF,,4'000 – 7'000 CHF,8'000 – 14'000,15'000 – 30'000,AI Images,400 CHF,AI Images,400 CHF,,Contenuti sponsor,300 CHF / Reel,,,Contenuti sponsor,300 CHF / Reel,,,Contenuti sponsor,300 CHF / Reel,,,Contenuti sponsor,300 CHF / Reel,,,,,,,,,,,,,,,,,
1'500 - 3'000 CHF,3'500 - 7'000 CHF,8'000 - 18'000 CHF,5'000 - 12'000 CHF,12'000 - 30'000 CHF,Blog avanzato,1'500 CHF,,,,,AI Ads,600 CHF,AI Ads,600 CHF,,Contenuti speaker,1'200 CHF,,,Contenuti speaker,1'200 CHF,,,Contenuti speaker,1'200 CHF,,,Contenuti speaker,1'200 CHF,,,AI Intro Video,500 CHF,,AI Intro Video,500 CHF,,AI Intro Video,500 CHF,,AI Intro Video,500 CHF,,AI Intro Video,500 CHF,
,,,,,Area riservata,2'000 CHF,,,,,AI Copy,500 CHF,AI Carousel,500 CHF,,Contenuti espositori,1'800 CHF,,,Contenuti espositori,1'800 CHF,,,Contenuti espositori,1'800 CHF,,,Contenuti espositori,1'800 CHF,,,AI Outro,300 CHF,,AI Outro,300 CHF,,AI Outro,300 CHF,,AI Outro,300 CHF,,AI Outro,300 CHF,
,,,,,Prenotazioni,1'500 CHF,,,,,AI Video,900 CHF,AI Video,900 CHF,,,2'500 CHF,,,,2'500 CHF,,,,2'500 CHF,,,,2'500 CHF,,,AI Voice Over,300 CHF,,AI Voice Over,300 CHF,,AI Voice Over,300 CHF,,AI Voice Over,300 CHF,,AI Voice Over,300 CHF,
,,,,,CRM,1'500 CHF,,,,,AI Voice,300 CHF,AI Voice,300 CHF,,Gestione,,,,Gestione,,,,Gestione,,,,Gestione,,,,AI Avatar Host,800 CHF,,AI Avatar Host,800 CHF,,AI Avatar Host,800 CHF,,AI Avatar Host,800 CHF,,AI Avatar Host,800 CHF,
,,,,,CRM Premium,2'500 CHF,,,,,,,,,,Gestione account durante l'evento,600 CHF,,,Gestione account durante l'evento,600 CHF,,,Gestione account durante l'evento,600 CHF,,,Gestione account durante l'evento,600 CHF,,,AI Clip automatiche,500 CHF,,AI Clip automatiche,500 CHF,,AI Clip automatiche,500 CHF,,AI Clip automatiche,500 CHF,,AI Clip automatiche,500 CHF,
,,,,,Multilingua,500 CHF / lingua,,,,,Da 500 CHF,,,,,Community Management,400 CHF cad.,,,Community Management,400 CHF cad.,,,Community Management,400 CHF cad.,,,Community Management,400 CHF cad.,,,AI Sottotitoli,250 CHF,,AI Sottotitoli,250 CHF,,AI Sottotitoli,250 CHF,,AI Sottotitoli,250 CHF,,AI Sottotitoli,250 CHF,
,,,,,Area download,500 CHF,,,,,Design + ,,,,,Moderazione commenti,600 CHF,,,Moderazione commenti,600 CHF,,,Moderazione commenti,600 CHF,,,Moderazione commenti,600 CHF,,,AI Traduzioni,300 CHF,,AI Traduzioni,300 CHF,,AI Traduzioni,300 CHF,,AI Traduzioni,300 CHF,,AI Traduzioni,300 CHF,
,,,,,Chat Live,1'000 CHF,,,,,,,,,,Copertura live,600 CHF,,,Copertura live,600 CHF,,,Copertura live,600 CHF,,,Copertura live,600 CHF,,,AI Repurposing,700 CHF,,AI Repurposing,700 CHF,,AI Repurposing,700 CHF,,AI Repurposing,700 CHF,,AI Repurposing,700 CHF,
,,,,,WhatsApp Business,300 CHF,,,,,,,,,,,600 CHF,,,,600 CHF,,,,600 CHF,,,,600 CHF,,,AI Thumbnail,300 CHF,,AI Thumbnail,300 CHF,,AI Thumbnail,300 CHF,,AI Thumbnail,300 CHF,,AI Thumbnail,300 CHF,
,,,,,Google Maps,200 CHF,,,,,Grafica personalizzata,,,,,Post Evento,,,,Post Evento,,,,Post Evento,,,,Post Evento,,,,AI Trailer Podcast,700 CHF,,,,,,,,,,,,,
,,,,,Pixel Meta,250 CHF,,,,,Icone,,MERCH +,,,Recap Social,700 CHF,,,Recap Social,700 CHF,,,Recap Social,700 CHF,,,Recap Social,700 CHF,,,,,,,,,,,,,,,,,
,,,,,Google Analytics,300 CHF,,,,,Infografiche,,,,,Carousel fotografici,300 CHF,,,Carousel fotografici,300 CHF,,,Carousel fotografici,300 CHF,,,Carousel fotografici,300 CHF,,,MERCH +,,,MERCH +,,,MERCH +,,,MERCH +,,,MERCH +,,
,,,,,Google Tag Manager,500 CHF,,,,,Illustrazioni,,,,,Ringraziamenti,800 CHF,,,Ringraziamenti,800 CHF,,,Ringraziamenti,800 CHF,,,Highlight Reel,800 CHF,,,,,,,,,,,,,,,,,
,,,,,Dashboard KPI,800 CHF,,,,,Mockup,,Magliette,500 CHF,,Highlight Reel,,,,Highlight Reel,,,,Highlight Reel,,,,,,,,,,,,,,,,,,,,,,
,,,,,Automazioni,da 800 CHF,,,,,,,Felpe,600 CHF,,,,,,,,,,,,,,,,,,Magliette,500 CHF,,Magliette,500 CHF,,Magliette,500 CHF,,Magliette,500 CHF,,Magliette,500 CHF,
,,,,,Newsletter Setup,600 CHF,,,,,Da 500 CHF,,Cappellini,400 CHF,,,,,,,,,,,,,,,,,,Felpe,600 CHF,,Felpe,600 CHF,,Felpe,600 CHF,,Felpe,600 CHF,,Felpe,600 CHF,
,,,,,Email Marketing,da 900 CHF,,,,,Abbonamento ,Abbonamento ,Shopper,400 CHF,,,,,,,,,,,,,,,,,,Cappellini,400 CHF,,Cappellini,400 CHF,,Cappellini,400 CHF,,Cappellini,400 CHF,,Cappellini,400 CHF,
,,,,,Funnel,da 2'500 CHF,,,,,,,Packaging,900 CHF,,AI +,,,,AI +,,,,AI +,,,,AI +,,,,Shopper,400 CHF,,Shopper,400 CHF,,Shopper,400 CHF,,Shopper,400 CHF,,Shopper,400 CHF,
,,,,,,,,,,,,,Roll-up,450 CHF,,,,,,,,,,,,,,,,,,Packaging,900 CHF,,Packaging,900 CHF,,Packaging,900 CHF,,Packaging,900 CHF,,Packaging,900 CHF,
,,,,,Abbonamento ,Abbonamento ,Abbonamento ,,,,1'000 – 2'500,3'000 – 6'500,Banner,300 CHF,,,,,,,,,,,,,,,,,,Roll-up,450 CHF,,Roll-up,450 CHF,,Roll-up,450 CHF,,Roll-up,450 CHF,,Roll-up,450 CHF,
,,,,,,,,,,,,,Gadget,600 CHF,,AI Poster evento,500 CHF,,,AI Poster evento,500 CHF,,,AI Poster evento,500 CHF,,,AI Poster evento,500 CHF,,,Banner,300 CHF,,Banner,300 CHF,,Banner,300 CHF,,Banner,300 CHF,,Banner,300 CHF,
,,,,,,,,,,,,,Kit completo,da 2'500 CHF,,AI Visual campagne,700 CHF,,,AI Visual campagne,700 CHF,,,AI Visual campagne,700 CHF,,,AI Visual campagne,700 CHF,,,Gadget,600 CHF,,Gadget,600 CHF,,Gadget,600 CHF,,Gadget,600 CHF,,Gadget,600 CHF,
,,,,,1'500 – 3'500 CHF,3'500 – 5'000 CHF,5'000 – 10'000 CHF,,,,,,,,,AI Trailer,900 CHF,,,AI Trailer,900 CHF,,,AI Trailer,900 CHF,,,AI Trailer,900 CHF,,,Lanyard,400 CHF,,Lanyard,400 CHF,,Lanyard,400 CHF,,Lanyard,400 CHF,,Lanyard,400 CHF,
,,,,,,,,,,,,,,,,AI Reel,400 CHF,,,AI Reel,400 CHF,,,AI Reel,400 CHF,,,AI Reel,400 CHF,,,Badge personalizzati,350 CHF,,Badge personalizzati,350 CHF,,Badge personalizzati,350 CHF,,Badge personalizzati,350 CHF,,Badge personalizzati,350 CHF,
,,,,,,,,,,,,,,,,AI Voice Over,300 CHF,,,AI Voice Over,300 CHF,,,AI Voice Over,300 CHF,,,AI Voice Over,300 CHF,,,Braccialetti,300 CHF,,Braccialetti,300 CHF,,Braccialetti,300 CHF,,Braccialetti,300 CHF,,Braccialetti,300 CHF,
,,,,,,,,,,,,,,,,AI Avatar Presentatore,800 CHF,,,AI Avatar Presentatore,800 CHF,,,AI Avatar Presentatore,800 CHF,,,AI Avatar presentatore,800 CHF,,,Totem,900 CHF,,Totem,900 CHF,,Totem,900 CHF,,Totem,900 CHF,,Totem,900 CHF,
,,,,,,,,,,,,,,,,AI Traduzioni,300 CHF,,,AI Traduzioni,300 CHF,,,AI Traduzioni,300 CHF,,,AI Traduzioni,300 CHF,,,Bandiere,700 CHF,,Bandiere,700 CHF,,Bandiere,700 CHF,,Bandiere,700 CHF,,Bandiere,700 CHF,
,,,,,,,,,,,,,,,,AI Sottotitoli,250 CHF,,,AI Sottotitoli,250 CHF,,,AI Sottotitoli,250 CHF,,,AI Sottotitoli,250 CHF,,,Gift Bag,900 CHF,,Gift Bag,900 CHF,,Gift Bag,900 CHF,,Gift Bag,900 CHF,,Gift Bag,900 CHF,
,,,,,,,,,,,,,WEB +,,,AI Repurposing contenuti,700 CHF,,,AI Repurposing contenuti,700 CHF,,,AI Repurposing contenuti,700 CHF,,,AI Repurposing contenuti,700 CHF,,,Kit completo,da 2'500 CHF,,Kit completo,da 2'500 CHF,,Kit completo,da 2'500 CHF,,Kit completo,da 2'500 CHF,,Kit completo,da 2'500 CHF,
,,,,,,,,,,,,,,,,AI Clip automatiche,500 CHF,,,AI Clip automatiche,500 CHF,,,AI Clip automatiche,500 CHF,,,AI Clip automatiche,500 CHF,,,700 – 1'200 CHF / episodio,1'300 – 2'500 CHF / episodio,2'800 – 5'000 CHF / episodio,900-1'800 CHF/mese,2'000-3'500 CHF/mese,2'000-3'500 CHF/mese,900-1'500 CHF/mese,2'000-4'000 CHF/mese,4'500-9'000 CHF/mese,2'000 – 3'500 CHF/mese,4'500 – 7'000 CHF/mese,8'000 – 15'000 CHF/mese,1'200 – 2'000 CHF/mese,2'800 – 5'000 CHF/mese,6'000 – 12'000 CHF/mese
,,,,,,,,,,,,,,,,AI Foto Enhancement,300 CHF,,,AI Foto Enhancement,300 CHF,,,AI Foto Enhancement,300 CHF,,,AI Foto enhancement,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Landing Page,1'500 CHF,,AI Video Upscaling,500 CHF,,,AI Video Upscaling,500 CHF,,,AI Video Upscaling,500 CHF,,,AI Video Upscaling,500 CHF,,,4 episodi ,4 episodi ,4 episodi ,,,,,,,,,,,,
,,,,,,,,,,,,,Website,2'500 CHF circa,,,,,,,,,,,,,,,,,,700 – 1'200 CHF / episodio,1'300 – 2'500 CHF / episodio,2'800 – 5'000 CHF / episodio,,,,,,,,,,,,
,,,,,,,,,,,,,Website Premium,5'000 CHF circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Funnel,2'500 CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SEO,1'000 CHF,,MERCH +,,,,MERCH +,,,,MERCH +,,,,MERCH +,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CRM,2'000 CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Newsletter,500 CHF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Automazioni,1'000 CHF,,Magliette,500 CHF,,,Magliette,500 CHF,,,Magliette,500 CHF,,,Magliette,500 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Felpe,600 CHF,,,Felpe,600 CHF,,,Felpe,600 CHF,,,Felpe,600 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Cappellini,400 CHF,,,Cappellini,400 CHF,,,Cappellini,400 CHF,,,Cappellini,400 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Shopper,400 CHF,,,Shopper,400 CHF,,,Shopper,400 CHF,,,Shopper,400 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Packaging,900 CHF,,,Packaging,900 CHF,,,Packaging,900 CHF,,,Packaging,900 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Roll-up,450 CHF,,,Roll-up,450 CHF,,,Roll-up,450 CHF,,,Roll-up,450 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Banner,300 CHF,,,Banner,300 CHF,,,Banner,300 CHF,,,Banner,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Gadget,600 CHF,,,Gadget,600 CHF,,,Gadget,600 CHF,,,Gadget,600 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Abbonamento ,Abbonamento ,Abbonamento ,Lanyard,400 CHF,,,Lanyard,400 CHF,,,Lanyard,400 CHF,,,Lanyard,400 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Badge personalizzati,350 CHF,,,Badge personalizzati,350 CHF,,,Badge personalizzati,350 CHF,,,Badge personalizzati,350 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Braccialetti,300 CHF,,,Braccialetti,300 CHF,,,Braccialetti,300 CHF,,,Braccialetti,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,900 - 1'800 CHF/mese,2'000 - 3'500 CHF/mese,4'000 - 8'000 CHF/mese,Totem,900 CHF,,,Totem,900 CHF,,,Totem,900 CHF,,,Totem,900 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Bandiere,700 CHF,,,Bandiere,700 CHF,,,Bandiere,700 CHF,,,Bandiere,700 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Gift Bag,900 CHF,,,Gift Bag,900 CHF,,,Gift Bag,900 CHF,,,Gift Bag,900 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Kit completo,da 2'500 CHF,,,Kit completo,da 2'500 CHF,,,Kit completo,da 2'500 CHF,,,Kit completo,da 2'500 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GRAPHICS +,,,,GRAPHICS +,,,,GRAPHICS +,,,,GRAPHICS +,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Comunicazione,,,,Comunicazione,,,,Comunicazione,,,,Comunicazione,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Logo evento,800 CHF,,,Logo evento,800 CHF,,,Logo evento,800 CHF,,,Logo evento,800 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Identità grafica evento,2'000 CHF,,,Identità grafica evento,2'000 CHF,,,Identità grafica evento,2'000 CHF,,,Identità grafica evento,2'000 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Brand Kit evento,1'500 CHF,,,Brand Kit evento,1'500 CHF,,,Brand Kit evento,1'500 CHF,,,Brand Kit evento,1'500 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,400 CHF,,,,400 CHF,,,,400 CHF,,,,400 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Promozione,,,,Promozione,,,,Promozione,,,,Promozione,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Locandina,500 CHF,,,Locandina,500 CHF,,,Locandina,500 CHF,,,Locandina,500 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Flyer,350 CHF,,,Flyer,350 CHF,,,Flyer,350 CHF,,,Flyer,350 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Manifesto,450 CHF,,,Manifesto,450 CHF,,,Manifesto,450 CHF,,,Manifesto,450 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Banner Web,250 CHF,,,Banner Web,250 CHF,,,Banner Web,250 CHF,,,Banner Web,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Banner Stampa,350 CHF,,,Banner Stampa,350 CHF,,,Banner Stampa,350 CHF,,,Banner Stampa,350 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ADV Social,300 CHF,,,ADV Social,300 CHF,,,ADV Social,300 CHF,,,ADV Social,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,900 CHF,,,,900 CHF,,,,900 CHF,,,,900 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Social,,,,Social,,,,Social,,,,Social,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Template Post,250 CHF,,,Template Post,250 CHF,,,Template Post,250 CHF,,,Template Post,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Template Stories,250 CHF,,,Template Stories,250 CHF,,,Template Stories,250 CHF,,,Template Stories,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Carousel,300 CHF,,,Carousel,300 CHF,,,Carousel,300 CHF,,,Carousel,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Countdown,200 CHF,,,Countdown,200 CHF,,,Countdown,200 CHF,,,Countdown,200 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Speaker Card,250 CHF,,,Speaker Card,250 CHF,,,Speaker Card,250 CHF,,,Speaker Card,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Sponsor Card,250 CHF,,,Sponsor Card,250 CHF,,,Sponsor Card,250 CHF,,,Sponsor Card,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Evento,,,,Evento,,,,Evento,,,,Evento,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Accrediti,300 CHF,,,Accrediti,300 CHF,,,Accrediti,300 CHF,,,Accrediti,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Badge,300 CHF,,,Badge,300 CHF,,,Badge,300 CHF,,,Badge,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Pass Staff,250 CHF,,,Pass Staff,250 CHF,,,Pass Staff,250 CHF,,,Pass Staff,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Pass VIP,300 CHF,,,Pass VIP,300 CHF,,,Pass VIP,300 CHF,,,Pass VIP,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Programma evento,500 CHF,,,Programma evento,500 CHF,,,Programma evento,500 CHF,,,Programma evento,500 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Mappa evento,400 CHF,,,Mappa evento,400 CHF,,,Mappa evento,400 CHF,,,Mappa evento,400 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Segnaletica,700 CHF,,,Segnaletica,700 CHF,,,Segnaletica,700 CHF,,,Segnaletica,700 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Totem,500 CHF,,,Totem,500 CHF,,,Totem,500 CHF,,,Totem,500 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Slide palco,600 CHF,,,Slide palco,600 CHF,,,Slide palco,600 CHF,,,Slide palco,600 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Grafiche LED Wall,900 CHF,,,Grafiche LED Wall,900 CHF,,,Grafiche LED Wall,900 CHF,,,Grafiche LED Wall,900 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Overlay Streaming,800 CHF,,,Overlay Streaming,800 CHF,,,Overlay Streaming,800 CHF,,,Overlay Streaming,800 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Post Evento,,,,Post Evento,,,,Post Evento,,,,Post Evento,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Report grafico,600 CHF,,,Report grafico,600 CHF,,,Report grafico,600 CHF,,,Report grafico,600 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Album fotografico,700 CHF,,,Album fotografico,700 CHF,,,Album fotografico,700 CHF,,,Album fotografico,700 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ringraziamenti sponsor,300 CHF,,,Ringraziamenti sponsor,300 CHF,,,Ringraziamenti sponsor,300 CHF,,,Ringraziamenti sponsor,300 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Certificati partecipazione,250 CHF,,,Certificati partecipazione,250 CHF,,,Certificati partecipazione,250 CHF,,,Certificati partecipazione,250 CHF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,900 – 1'500 CHF,1'800 – 3'000 CHF,3'500 – 6'500 CHF,7'000 – 15'000 CHF,900 – 1'500 CHF,1'800 – 3'000 CHF,3'500 – 6'500 CHF,7'000 – 15'000 CHF,900 – 1'500 CHF,1'800 – 3'000 CHF,3'500 – 6'500 CHF,7'000 – 15'000 CHF,900 – 1'500 CHF,1'800 – 3'000 CHF,3'500 – 6'500 CHF,7'000 – 15'000 CHF,,,,,,,,,,,,,,,